state	type_with_type	type_with_flowers	flowers_with_type	flowers_with_flowers
19400000	1	0.305090262224684	0.305090262224684	1
19410000	1	0.52427808766143	0.52427808766143	1
19420000	1	0.607999934855011	0.607999934855011	1
19430000	1	0.663705988773649	0.663705988773649	1
19440000	1	0.624775740804391	0.624775740804391	1
19450000	1	0.656417995220231	0.656417995220231	1
19460000	1	0.371949179759751	0.371949179759751	1
19470000	1	0.353695469247386	0.353695469247386	1
19480000	1	0.72814072568877	0.72814072568877	1
19490000	1	0.580536071430284	0.580536071430284	1
19500000	1	0.578035328902679	0.578035328902679	1
19510000	1	0.472686937489825	0.472686937489825	1
19520000	1	0.673719545566442	0.673719545566441	1
19530000	1	0.622381965947035	0.622381965947035	1
19540000	1	0.472260791955745	0.472260791955745	1
19550000	1	0.629994080112038	0.629994080112038	1
19560000	1	0.453593740399605	0.453593740399605	1
19570000	1	0.668189710614198	0.668189710614198	1
19580000	1	0.50680808626801	0.506808086268011	1
19590000	1	0.767967133478775	0.767967133478774	1
19600000	1	0.247940936408906	0.247940936408906	1
19610000	1	0.486791717194526	0.486791717194526	1
19620000	1	0.462173440600484	0.462173440600484	1
19630000	1	0.60440373246731	0.60440373246731	1
19640000	1	0.322919784356197	0.322919784356197	1
19650000	1	0.478208721697361	0.478208721697361	1
19660000	1	0.714995575046486	0.714995575046486	1
19670000	1	0.496354917622256	0.496354917622256	1
19680000	1	0.343107238508822	0.343107238508822	1
19690000	1	0.526045483537213	0.526045483537213	1
19700000	1	0.0756961965209249	0.0756961965209249	1
19710000	1	0.642241189962155	0.642241189962155	1
19720000	1	0.411196924217175	0.411196924217175	1
19730000	1	0.637328899825188	0.637328899825188	1
19740000	1	0.429206815970923	0.429206815970923	1
19750000	1	0.543303732528224	0.543303732528224	1
19760000	1	0.697969021931808	0.697969021931808	1
19770000	1	0.185548837614522	0.185548837614521	1
19780000	1	0.414842979244809	0.414842979244809	1
19790000	1	0.46141510832046	0.46141510832046	1
19800000	1	0.733663846414955	0.733663846414955	1
19810000	1	0.65718936314481	0.65718936314481	1
19820000	1	0.287583400653526	0.287583400653526	1
19830000	1	0.336740279205627	0.336740279205627	1
19840000	1	0.482460039815644	0.482460039815644	1
19850000	1	0.770883795444988	0.770883795444988	1
19860000	1	0.245601289775794	0.245601289775794	1
19870000	1	0.574327304143514	0.574327304143514	1
19880000	1	0.593195120053323	0.593195120053323	1
19890000	1	0.560049397949317	0.560049397949317	1
19900000	1	0.473024578829445	0.473024578829445	1
19910000	1	0.534220892938391	0.534220892938391	1
19920000	1	0.42152133435034	0.42152133435034	1
19930000	1	0.654652005112697	0.654652005112697	1
